LEI_Code,Bank,NSA,originating_country,Period,Item,Label,country,target_country,Amount
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720804,loans and advances,9,France,2.44658652
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720804,loans and advances,10,Germany,1362.7608
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720804,loans and advances,16,Latvia,122.8676594
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720804,loans and advances,23,Poland,51.51211824
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,1,Austria,60.32808406
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,2,Belgium,50.50164123
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,5,Czech Republic,21.15239241
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,9,France,60.0831087
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,10,Germany,5893.931856
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,14,Ireland,5.3831617
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,15,Italy,63.15955779
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,18,Lithuania,2.62283561
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,23,Poland,191.9974073
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,24,Portugal,0.37181762
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,26,Slovakia,4.43724385
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,27,Slovenia,4.72076336
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,28,Spain,239.5008751
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,30,United Kingdom,530.9086285
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,82,Canada,176.5459406
0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,DE,Germany,201706,1720806,debt securities,43,United States,150.3294623
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201612,1720804,loans and advances,245,Other Central and eastern Europe countries non EEA,0.19490092
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201612,1720804,loans and advances,247,Latin America and the Caribbean,1.53918725
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201612,1720804,loans and advances,903,Other Countries,293.7668704
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201612,1720806,debt securities,1,Austria,69.426395
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201612,1720806,debt securities,2,Belgium,29.9115
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201612,1720806,debt securities,10,Germany,523.4959014
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201706,1720804,loans and advances,245,Other Central and eastern Europe countries non EEA,0.18530997
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201706,1720804,loans and advances,247,Latin America and the Caribbean,1.27259232
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201706,1720804,loans and advances,903,Other Countries,248.9645265
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201706,1720806,debt securities,1,Austria,69.426395
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201706,1720806,debt securities,2,Belgium,29.9115
15DYKVGPQCMYBH2DZ583,VTB Bank (Austria) AG,AT,Austria,201706,1720806,debt securities,10,Germany,488.4798014
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,2,Belgium,22.45891401
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,6,Denmark,0.01293186
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,8,Finland,70.47659815
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,9,France,545.5215708
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,10,Germany,83.23689528
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,12,Hungary,108.4677988
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,14,Ireland,32.16349318
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,15,Italy,0.000871312
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,21,Netherlands,1617.715462
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,26,Slovakia,34.86383821
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,29,Sweden,178.1046036
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,30,United Kingdom,4124.892402
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,22,Norway,19.16619987
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,61,Australia,7.853005209
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,33,China,305.4695683
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,43,United States,273.4832645
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,245,Other Central and eastern Europe countries non EEA,27.50814374
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,246,Middle East,116.2089921
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,247,Latin America and the Caribbean,6.02573731
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720804,loans and advances,903,Other Countries,381.5070622
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,1,Austria,847.6401516
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,2,Belgium,1369.448421
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,6,Denmark,2.792901026
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,8,Finland,1049.741113
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,9,France,4525.241515
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,10,Germany,10945.01508
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,11,Greece,0.056237497
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,12,Hungary,0.205187472
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,14,Ireland,84.13458355
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,15,Italy,1858.153886
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,18,Lithuania,0.858804644
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,19,Luxembourg,23.92540471
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,21,Netherlands,1833.499477
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,23,Poland,2.022759957
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,24,Portugal,181.4735937
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,25,Romania,1.254754713
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,26,Slovakia,0.154602233
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,28,Spain,559.10429
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,29,Sweden,221.1039151
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,30,United Kingdom,21064.58128
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,13,Iceland,19.72299672
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,22,Norway,17.23428652
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,41,Switzerland,2.761950011
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,82,Canada,233.2326904
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,35,Hong Kong,1.222066271
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,37,Japan,9686.775476
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,43,United States,12948.13967
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,249,Other advanced economies non EEA,460.5284076
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,245,Other Central and eastern Europe countries non EEA,86.97361579
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,246,Middle East,53.79505011
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,247,Latin America and the Caribbean,63.87745836
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201612,1720806,debt securities,903,Other Countries,638.7203833
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,2,Belgium,19.35854571
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,6,Denmark,0.008557652
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,8,Finland,69.18273229
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,9,France,365.6649141
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,10,Germany,84.65333265
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,12,Hungary,120.1136729
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,14,Ireland,27.53846874
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,15,Italy,26.36440017
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,21,Netherlands,936.5168469
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,26,Slovakia,33.01046706
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,29,Sweden,119.2761961
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,30,United Kingdom,3890.983651
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,22,Norway,14.13606496
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,61,Australia,4.877532894
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,33,China,485.615008
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,43,United States,242.515862
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,245,Other Central and eastern Europe countries non EEA,22.34773407
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,246,Middle East,104.8140182
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,247,Latin America and the Caribbean,3.463828301
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720804,loans and advances,903,Other Countries,376.706946
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,1,Austria,896.0585492
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,2,Belgium,2334.245906
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,6,Denmark,0.702692732
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,8,Finland,516.0230103
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,9,France,4428.41423
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,10,Germany,9832.581957
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,11,Greece,0.071704809
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,12,Hungary,5.946935019
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,14,Ireland,232.6910157
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,15,Italy,4776.367994
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,18,Lithuania,4.534019833
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,21,Netherlands,885.1746111
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,23,Poland,19.97822433
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,24,Portugal,397.1510687
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,25,Romania,12.69919781
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,26,Slovakia,2.118332526
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,27,Slovenia,0.414658888
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,28,Spain,796.0077456
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,29,Sweden,646.7380145
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,30,United Kingdom,26651.49478
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,13,Iceland,2.794800632
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,22,Norway,24.57937936
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,41,Switzerland,2.837586913
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,82,Canada,45.95897834
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,37,Japan,10590.17619
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,43,United States,16162.81386
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,249,Other advanced economies non EEA,84.94236233
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,245,Other Central and eastern Europe countries non EEA,109.599929
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,246,Middle East,59.06548203
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,247,Latin America and the Caribbean,56.8083913
2138005O9XJIJN4JPN90,The Royal Bank of Scotland Group Public Limited Company,UK,United Kingdom,201706,1720806,debt securities,903,Other Countries,333.9410857
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201612,1720804,loans and advances,28,Spain,50.04217083
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201612,1720806,debt securities,9,France,110.5102849
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201612,1720806,debt securities,10,Germany,62.52388999
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201612,1720806,debt securities,20,Malta,7.101519833
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201612,1720806,debt securities,903,Other Countries,42.68275389
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201706,1720804,loans and advances,20,Malta,17.00402259
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201706,1720806,debt securities,9,France,108.8210158
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201706,1720806,debt securities,10,Germany,42.13984222
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201706,1720806,debt securities,20,Malta,7.069238556
213800TC9PZRBHMJW403,MeDirect Group Limited,MT,Malta,201706,1720806,debt securities,903,Other Countries,42.15344281
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,2,Belgium,4248.955584
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,3,Bulgaria,15.582044
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,5,Czech Republic,226.35127
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,9,France,9.699147
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,11,Greece,4.00E-06
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,12,Hungary,19.82127
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,14,Ireland,39.139897
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,18,Lithuania,4.00E-06
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,20,Malta,0.00004
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,23,Poland,0.000012
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,26,Slovakia,210.303836
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,30,United Kingdom,693.011444
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,43,United States,8.465988
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,249,Other advanced economies non EEA,17.19693
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,245,Other Central and eastern Europe countries non EEA,0.000048
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,247,Latin America and the Caribbean,0.082495
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,248,Africa,5.998637
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720804,loans and advances,903,Other Countries,196.540845
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,1,Austria,476.122512
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,2,Belgium,16133.82046
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,3,Bulgaria,326.550609
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,5,Czech Republic,6815.26383
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,8,Finland,117.815695
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,9,France,4972.449853
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,10,Germany,286.25585
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,11,Greece,0.221628
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,12,Hungary,2173.513026
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,14,Ireland,1099.590106
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,15,Italy,1496.598909
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,16,Latvia,23.42185
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,18,Lithuania,16.448168
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,19,Luxembourg,1703.513164
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,20,Malta,4.879925
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,21,Netherlands,266.298244
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,23,Poland,1174.571336
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,24,Portugal,246.129144
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,25,Romania,4.096506
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,26,Slovakia,2569.29673
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,27,Slovenia,107.732596
213800X3Q9LSAKRUWY91,KBC Group NV,BE,Belgium,201612,1720806,debt securities,28,Spain,2691.768906
